epoch,train_loss,val_loss,val_dice,val_iou,precision,recall,learning_rate
39,0.09075666512711757,0.27959154857649604,0.8803133095216026,0.7862139623589521,0.8773375121953606,0.8833093624686728,2.5e-05
40,0.08889079946324022,0.2468711499778824,0.8791665287288639,0.7843863975009615,0.8567882885237216,0.9027451035552012,2.5e-05
41,0.08883985249252263,0.26304559862719845,0.8795982520422991,0.7850739733721898,0.8683421527833102,0.8911500036922292,2.5e-05
42,0.08619230064259324,0.27473249348027406,0.8774249396274689,0.7816180588728666,0.8652899287429432,0.8899051597724479,2.5e-05
43,0.08791650705905737,0.2746184148207193,0.8799867054230283,0.7856930892551579,0.8755212527236397,0.8844979422564866,1.25e-05
44,0.08249861020192485,0.2579509565706244,0.8804999199948568,0.786511707967731,0.8620098369491014,0.8998006139822347,1.25e-05
45,0.08127349259845411,0.26295699948402307,0.8807126111729391,0.7868511876077399,0.8643941531688172,0.8976590604592211,1.25e-05
46,0.07982501088910211,0.2560788159360564,0.8796674805892664,0.7851842781926467,0.8584155201782109,0.9019984316372157,1.25e-05
47,0.07972829815076032,0.2698909236217728,0.8799556725948664,0.7856436134393954,0.8685447242284647,0.8916704469129287,1.25e-05
48,0.08027122380493594,0.27630678705548817,0.8796447376033745,0.785148039311806,0.8685574755392463,0.8910187207176383,6.25e-06
49,0.07816513400321312,0.28413502454909356,0.8816387318842598,0.7883308882555277,0.8758590692610384,0.8874951794531727,6.25e-06
50,0.07676216202706401,0.2821543721373148,0.8811902340248143,0.7876139991115866,0.8729229279310915,0.8896156339266984,6.25e-06
